seq_id,print_id,tile_id,p_1,dp_1,p_2,dp_2,p_3,dp_3,p_4,dp_4,p_5,dp_5
372,SI266220200309225433,4,"(439,301)",6791.661403508777,"(438,299)",6777.386842105261,"(439,300)",6728.308771929827,"(439,302)",6674.898245614037,"(438,300)",6581.235087719302
373,SI266220200309225433,5,"(339,37)",11490.303508771929,"(340,37)",10857.86052631579,"(339,36)",9669.315789473683,"(339,38)",8967.228947368421,"(340,36)",8943.080701754387
374,SI266220200309225433,6,"(437,379)",8177.120175438591,"(438,379)",7869.709649122808,"(437,380)",7691.607017543858,"(438,380)",7673.417543859643,"(436,379)",7545.374561403507
375,SI266220200309225433,7,"(1,184)",11094.224561403506,"(1,183)",10853.408771929826,"(1,95)",10512.179824561405,"(1,96)",10339.23947368421,"(1,94)",10273.296491228073
376,SI266220200309225433,8,"(498,314)",6589.025438596491,"(498,315)",6404.526315789473,"(498,354)",6321.6394736842085,"(498,353)",6246.933333333334,"(498,355)",6058.899122807015
377,SI266220200309225433,9,"(337,448)",9656.066666666666,"(338,448)",9366.107894736837,"(338,449)",9134.119298245612,"(337,447)",9062.936842105257,"(92,254)",8916.714912280702
378,SI266220200309225433,10,"(109,1)",7743.807017543859,"(110,1)",7544.882456140353,"(108,1)",7464.524561403505,"(339,1)",7414.927192982457,"(338,1)",7317.7482456140315
379,SI266220200309225433,11,"(249,110)",4688.499122807018,"(249,111)",4267.857894736842,"(248,110)",3927.290350877194,"(249,109)",3761.690350877194,"(248,111)",3709.0701754385973
380,SI266220200309225433,12,"(239,299)",7004.454385964913,"(1,315)",6890.393859649124,"(150,387)",6834.828070175441,"(1,314)",6804.283333333333,"(238,299)",6738.110526315788
381,SI266220200309225433,13,"(1,498)",6562.288596491226,"(2,498)",5475.555263157894,"(1,497)",5008.870175438597,"(1,499)",5003.950877192981,"(0,498)",4748.495614035088
382,SI266220200309225433,14,"(1,1)",6772.565789473683,"(2,1)",5922.823684210527,"(1,2)",5273.630701754386,"(1,0)",5055.111403508772,"(0,1)",4854.06052631579
383,SI266220200309225433,15,"(1,151)",3033.7017543859656,"(1,152)",3030.4692982456127,"(1,150)",2900.4929824561405,"(1,149)",2862.232456140351,"(1,148)",2808.3438596491233
384,SI266220200309225433,0,"(363,334)",4129.495614035088,"(362,334)",3504.152631578947,"(363,335)",3501.567543859648,"(364,334)",3395.1017543859653,"(364,335)",3091.0052631578947
385,SI266220200309225433,1,"(275,44)",8127.559649122806,"(274,44)",7836.592982456141,"(275,43)",7258.014912280703,"(274,43)",7199.482456140349,"(275,45)",6230.738596491226
386,SI266220200309225433,2,"(452,162)",5988.251754385965,"(451,162)",5707.506140350877,"(452,163)",5616.888596491226,"(453,162)",5355.510526315789,"(451,163)",5318.04298245614
387,SI266220200309225433,3,"(498,184)",14492.299122807017,"(498,181)",11399.771929824557,"(498,185)",10794.913157894742,"(497,184)",10648.27368421053,"(495,171)",9462.519298245614
388,SI266220200309225433,4,"(270,367)",7531.300000000003,"(271,367)",7274.721052631583,"(269,367)",7231.844736842104,"(270,366)",7195.257894736838,"(434,385)",7179.100877192977
389,SI266220200309225433,5,"(1,233)",4502.497368421053,"(355,298)",4388.316666666666,"(349,447)",4386.07543859649,"(354,298)",4318.065789473683,"(355,297)",4256.5307017543855
390,SI266220200309225433,6,"(274,449)",7026.497368421056,"(438,465)",6942.101754385963,"(275,449)",6904.998245614035,"(274,450)",6853.05526315789,"(439,465)",6762.914912280699
391,SI266220200309225433,7,"(1,185)",11656.16403508772,"(264,133)",10776.520175438593,"(263,132)",10748.62894736842,"(264,132)",10733.362280701753,"(263,133)",10578.478947368421
392,SI266220200309225433,8,"(498,354)",8455.16052631579,"(498,355)",8130.776315789473,"(498,353)",7706.982456140351,"(498,352)",6740.08245614035,"(498,356)",6572.128947368419
393,SI266220200309225433,9,"(165,498)",9723.832456140353,"(168,498)",9620.220175438593,"(164,498)",9483.224561403506,"(166,498)",9443.340350877192,"(167,498)",9326.415789473685
394,SI266220200309225433,10,"(165,1)",11191.107017543862,"(166,1)",11164.060526315785,"(164,1)",10692.62807017544,"(167,1)",10692.360526315788,"(163,1)",10265.850877192981
395,SI266220200309225433,11,"(147,112)",6547.67894736842,"(147,111)",5895.346491228071,"(148,112)",5249.854385964913,"(146,112)",5023.882456140351,"(147,113)",4992.061403508773
396,SI266220200309225433,12,"(58,369)",8223.413157894742,"(1,354)",8215.565789473683,"(38,363)",8068.203508771927,"(37,363)",8027.700000000001,"(59,369)",8020.72017543859
397,SI266220200309225433,13,"(1,498)",7439.976315789474,"(1,497)",6567.67456140351,"(2,498)",5873.627192982456,"(0,498)",5613.162280701756,"(0,497)",5362.037719298245
398,SI266220200309225433,14,"(1,1)",6747.993859649123,"(2,1)",5459.702631578946,"(1,2)",5301.46403508772,"(1,0)",5158.256140350877,"(0,1)",4950.160526315791
399,SI266220200309225433,15,"(150,94)",3729.7666666666664,"(151,94)",3693.811403508773,"(150,95)",3351.3026315789466,"(151,95)",3228.5192982456138,"(152,94)",2971.264035087721
400,SI266220200309225433,0,"(498,337)",2311.5263157894733,"(498,336)",2307.341228070175,"(498,310)",2280.4517543859647,"(498,338)",2260.001754385965,"(498,335)",2256.7771929824567
401,SI266220200309225433,1,"(378,46)",6478.490350877193,"(379,46)",6181.894736842107,"(379,47)",5713.326315789473,"(378,47)",5649.545614035087,"(378,45)",5199.126315789472
402,SI266220200309225433,2,"(498,251)",8243.725438596492,"(498,250)",8071.957894736843,"(498,249)",7236.882456140349,"(498,252)",7039.822807017543,"(498,467)",6619.600877192983
403,SI266220200309225433,3,"(498,185)",16108.137719298247,"(498,94)",14037.89385964912,"(498,95)",13955.890350877191,"(498,96)",13362.738596491225,"(320,152)",12948.895614035086
404,SI266220200309225433,4,"(352,383)",7446.933333333334,"(352,382)",7440.020175438593,"(353,382)",7377.0254385964945,"(189,347)",7273.2192982456145,"(188,347)",7069.700877192983
405,SI266220200309225433,5,"(352,318)",6112.807894736845,"(353,318)",6049.517543859649,"(353,319)",6041.53947368421,"(352,317)",5902.318421052631,"(352,319)",5859.775438596491
406,SI266220200309225433,6,"(352,466)",8454.561403508775,"(351,466)",8391.133333333335,"(353,466)",8145.4614035087725,"(352,467)",7998.546491228073,"(165,418)",7997.129824561405
407,SI266220200309225433,7,"(1,184)",17437.96578947369,"(1,185)",15735.363157894739,"(1,95)",15080.221929824562,"(1,94)",14030.40789473684,"(2,184)",12930.973684210527
408,SI266220200309225433,8,"(498,355)",10336.571052631582,"(498,354)",10099.380701754388,"(498,353)",9086.066666666666,"(497,355)",8933.569298245613,"(498,356)",8833.992105263158
409,SI266220200309225433,9,"(251,498)",10220.524561403505,"(252,498)",10059.173684210527,"(253,498)",9440.544736842108,"(57,486)",9127.61578947369,"(250,498)",9058.421929824559
410,SI266220200309225433,10,"(105,1)",12813.472807017548,"(104,1)",12410.503508771926,"(106,1)",12165.246491228074,"(105,2)",11061.501754385969,"(107,1)",10985.630701754388
411,SI266220200309225433,11,"(498,151)",4427.170175438596,"(498,152)",4351.510526315789,"(497,152)",4014.7350877192985,"(497,151)",4005.67456140351,"(498,150)",3834.073684210527
412,SI266220200309225433,12,"(1,355)",8752.95701754386,"(1,354)",8689.61842105263,"(154,386)",8208.214912280702,"(1,353)",7982.847368421055,"(153,386)",7976.453508771927
413,SI266220200309225433,13,"(1,498)",6917.657894736843,"(1,497)",5844.912280701754,"(151,498)",5634.049999999999,"(152,498)",5615.630701754386,"(153,498)",5420.887719298247
414,SI266220200309225433,14,"(1,1)",6914.878947368419,"(151,1)",6249.113157894737,"(152,1)",6211.887719298247,"(1,2)",6156.640350877193,"(167,430)",5887.71052631579
415,SI266220200309225433,15,"(1,152)",3669.6991228070183,"(239,94)",3560.1596491228065,"(1,151)",3555.224561403509,"(240,94)",3372.426315789473,"(238,94)",3336.765789473684
416,SI266220200309225433,0,"(498,388)",2298.0105263157893,"(498,387)",2255.567543859649,"(498,386)",2037.6956140350885,"(498,375)",2023.1175438596483,"(498,376)",1994.0008771929815
417,SI266220200309225433,1,"(498,14)",4009.3070175438606,"(498,83)",3931.9736842105267,"(498,103)",3914.0868421052637,"(498,498)",3831.908771929825,"(498,84)",3821.970175438597
418,SI266220200309225433,2,"(498,251)",6032.99298245614,"(498,250)",5879.735087719295,"(498,252)",5622.297368421054,"(498,162)",5467.989473684211,"(498,163)",5442.95701754386
419,SI266220200309225433,3,"(498,94)",13211.855263157893,"(498,95)",12221.849999999999,"(498,93)",12089.45701754386,"(297,118)",11985.709649122808,"(498,173)",11294.607894736837
420,SI266220200309225433,4,"(351,298)",7072.752631578947,"(351,299)",6877.76315789474,"(351,300)",6450.334210526315,"(237,306)",6188.738596491228,"(351,297)",6133.988596491228
421,SI266220200309225433,5,"(1,103)",4753.808771929824,"(1,104)",4644.380701754386,"(351,498)",4460.127192982456,"(1,87)",4328.308771929824,"(1,88)",4264.611403508774
422,SI266220200309225433,6,"(165,416)",7748.40087719298,"(166,416)",7567.3973684210505,"(165,415)",7379.2728070175435,"(166,415)",7354.104385964914,"(165,417)",7198.328070175441
423,SI266220200309225433,7,"(1,94)",13225.72631578947,"(1,95)",13197.918421052636,"(1,96)",11893.48684210526,"(1,93)",11207.494736842105,"(351,94)",11161.947368421053
424,SI266220200309225433,8,"(498,314)",9447.726315789474,"(497,314)",8885.192105263155,"(498,315)",8812.869298245612,"(498,313)",8573.536842105263,"(498,316)",8172.350877192985
425,SI266220200309225433,9,"(251,498)",11114.883333333335,"(250,498)",10854.824561403508,"(252,498)",9767.718421052632,"(104,498)",9301.850877192981,"(105,498)",9268.477192982453
426,SI266220200309225433,10,"(104,1)",11307.098245614034,"(105,1)",10834.232456140355,"(251,1)",10763.115789473686,"(250,1)",10096.84210526316,"(103,1)",9928.45350877193
427,SI266220200309225433,11,"(498,110)",4826.378070175439,"(498,109)",4676.5385964912275,"(498,111)",4240.741228070176,"(497,110)",3959.0070175438595,"(497,109)",3768.7271929824565
428,SI266220200309225433,12,"(1,315)",7544.767543859649,"(1,314)",7487.683333333334,"(1,316)",7265.535087719298,"(1,317)",7108.845614035086,"(1,355)",7064.806140350876
429,SI266220200309225433,13,"(1,498)",6936.96403508772,"(1,463)",6097.435087719297,"(1,462)",6022.6359649122805,"(1,464)",5888.350877192983,"(1,497)",5578.6754385964905
430,SI266220200309225433,14,"(1,1)",7716.986842105263,"(1,2)",6830.22192982456,"(1,394)",6761.016666666666,"(2,1)",6483.5184210526295,"(1,395)",6381.302631578947
431,SI266220200309225433,15,"(1,152)",3892.2605263157893,"(1,151)",3648.677192982457,"(1,110)",3514.293859649124,"(1,111)",3434.21403508772,"(44,93)",3374.0578947368413
432,SI266220200309225433,0,"(498,330)",2142.49649122807,"(498,329)",2136.9280701754387,"(498,298)",2015.0991228070188,"(498,331)",2008.8008771929817,"(498,375)",1983.5991228070188
433,SI266220200309225433,1,"(498,479)",4720.835087719299,"(498,480)",4684.707894736841,"(498,498)",4526.051754385965,"(498,478)",4428.429824561403,"(498,481)",4267.410526315791
434,SI266220200309225433,2,"(498,251)",9797.845614035086,"(498,252)",9329.97456140351,"(498,250)",9110.969298245614,"(498,249)",7981.658771929822,"(497,251)",7907.262280701754
435,SI266220200309225433,3,"(498,93)",14623.453508771927,"(498,128)",14138.657017543861,"(498,125)",13351.531578947368,"(498,155)",13329.661403508777,"(498,174)",13018.550000000003
436,SI266220200309225433,4,"(354,298)",6206.945614035085,"(353,298)",6195.023684210526,"(355,298)",6173.829824561406,"(352,299)",6141.921929824559,"(356,298)",6130.078070175441
437,SI266220200309225433,5,"(31,464)",8164.692982456139,"(31,465)",7504.112280701753,"(30,464)",7221.581578947371,"(32,464)",6724.293859649124,"(31,463)",6470.572807017543
438,SI266220200309225433,6,"(223,223)",19400.95087719298,"(222,222)",18976.915789473685,"(222,223)",18581.692982456138,"(224,222)",14777.006140350877,"(223,221)",14235.526315789473
439,SI266220200309225433,7,"(1,93)",15411.001754385965,"(1,123)",13356.677192982454,"(1,143)",13329.588596491223,"(1,154)",13262.142982456142,"(1,170)",13107.295614035087
440,SI266220200309225433,8,"(498,314)",7695.164912280703,"(498,313)",7614.873684210528,"(498,315)",6462.17456140351,"(497,313)",6130.226315789474,"(497,314)",6049.640350877195
441,SI266220200309225433,9,"(251,448)",9946.542105263157,"(252,448)",9900.401754385966,"(252,447)",9869.382456140353,"(251,447)",9673.01052631579,"(251,449)",9340.081578947364
442,SI266220200309225433,10,"(104,1)",8484.136842105261,"(340,36)",8315.46052631579,"(169,1)",8238.617543859651,"(105,1)",8072.325438596494,"(341,36)",7985.849122807016
443,SI266220200309225433,11,"(88,145)",4213.756140350877,"(271,103)",4146.177192982457,"(271,102)",4073.6245614035106,"(272,103)",4038.21403508772,"(498,110)",3958.8008771929817
444,SI266220200309225433,12,"(1,314)",7215.646491228072,"(1,313)",7212.393859649124,"(44,298)",7101.985964912281,"(44,297)",6709.117543859651,"(151,299)",6639.721929824562
445,SI266220200309225433,13,"(152,446)",6620.87807017544,"(1,498)",6614.17456140351,"(151,446)",6408.927192982457,"(152,447)",6305.894736842107,"(151,447)",6281.089473684209
446,SI266220200309225433,14,"(1,1)",6290.164035087721,"(150,381)",5074.323684210525,"(62,20)",5036.5210526315805,"(1,0)",4909.368421052632,"(0,1)",4871.200877192981
447,SI266220200309225433,15,"(1,152)",4378.498245614035,"(1,153)",4162.658771929826,"(1,151)",3882.4447368421042,"(1,147)",3727.6298245614034,"(1,111)",3722.065789473685
448,SI266220200309225433,0,"(498,386)",2310.5008771929815,"(498,385)",2233.6912280701754,"(498,387)",2174.121052631578,"(498,384)",2043.0964912280697,"(348,319)",1967.89298245614
449,SI266220200309225433,1,"(498,498)",4185.98947368421,"(498,103)",3927.660526315791,"(498,104)",3750.9728070175424,"(498,45)",3696.658771929824,"(498,102)",3662.5385964912257
450,SI266220200309225433,2,"(498,162)",5221.448245614038,"(380,164)",5200.261403508772,"(380,163)",5163.603508771925,"(381,163)",5014.899122807015,"(498,163)",4988.290350877192
451,SI266220200309225433,3,"(498,98)",12052.48596491228,"(498,97)",11970.097368421055,"(498,95)",11658.409649122805,"(498,96)",11621.022807017544,"(498,99)",11465.069298245617
452,SI266220200309225433,4,"(438,301)",6502.412280701756,"(437,301)",6469.064035087722,"(437,300)",6431.644736842107,"(439,301)",6412.299122807017,"(272,300)",6386.698245614032
453,SI266220200309225433,5,"(374,46)",5869.10701754386,"(273,231)",5529.247368421053,"(274,232)",5397.201754385962,"(274,231)",5324.555263157894,"(273,232)",5314.455263157892
454,SI266220200309225433,6,"(351,467)",7647.198245614032,"(350,467)",7571.252631578947,"(273,379)",7399.877192982451,"(274,379)",7381.399122807023,"(437,380)",7336.799122807017
455,SI266220200309225433,7,"(1,95)",11937.77368421053,"(1,99)",11878.537719298249,"(1,96)",11862.43157894737,"(264,138)",11860.713157894737,"(1,98)",11831.26052631579
456,SI266220200309225433,8,"(326,323)",6815.619298245614,"(326,324)",6625.688596491227,"(327,323)",6624.915789473684,"(327,324)",6179.3166666666675,"(448,340)",6118.342105263157
457,SI266220200309225433,9,"(333,446)",9634.479824561407,"(332,446)",9369.642105263163,"(334,446)",9206.494736842105,"(335,447)",9164.22631578947,"(168,453)",9159.808771929827
458,SI266220200309225433,10,"(251,30)",9516.536842105263,"(251,31)",9277.95175438597,"(251,32)",8825.747368421056,"(250,30)",8806.36578947369,"(252,31)",8720.406140350882
459,SI266220200309225433,11,"(447,136)",3241.2649122807015,"(448,135)",3002.506140350877,"(259,106)",2998.861403508774,"(448,136)",2988.209649122806,"(447,135)",2988.0807017543866
460,SI266220200309225433,12,"(151,387)",8518.544736842108,"(150,387)",8207.045614035087,"(152,387)",7930.083333333336,"(151,388)",7831.158771929826,"(151,386)",7649.630701754388
461,SI266220200309225433,13,"(1,498)",6618.898245614037,"(2,498)",5394.416666666666,"(1,497)",5390.57105263158,"(0,498)",4955.617543859647,"(1,499)",4840.329824561404
462,SI266220200309225433,14,"(1,1)",6087.346491228071,"(150,35)",5933.009649122807,"(150,36)",5595.3859649122805,"(150,34)",5493.106140350876,"(151,34)",5309.57894736842
463,SI266220200309225433,15,"(150,184)",3543.206140350876,"(1,119)",3532.051754385964,"(149,184)",3501.209649122806,"(1,120)",3442.611403508772,"(1,118)",3302.855263157895
464,SI266220200309225433,0,"(498,386)",2092.4535087719296,"(498,387)",2034.5508771929817,"(498,385)",1930.5956140350881,"(498,313)",1825.271929824562,"(466,317)",1793.9868421052633
465,SI266220200309225433,1,"(498,498)",4081.565789473685,"(330,456)",3701.1517543859654,"(330,455)",3635.608771929824,"(331,456)",3407.7166666666662,"(331,455)",3350.682456140351
466,SI266220200309225433,2,"(498,167)",7488.553508771929,"(498,168)",7312.364035087721,"(498,166)",7261.91754385965,"(498,169)",6749.57894736842,"(498,165)",6734.215789473685
467,SI266220200309225433,3,"(363,133)",9988.748245614039,"(272,135)",9971.661403508777,"(274,136)",9840.977192982456,"(495,133)",9768.134210526314,"(494,134)",9743.707017543857
468,SI266220200309225433,4,"(438,382)",6927.441228070173,"(438,381)",6888.389473684212,"(437,382)",6834.780701754389,"(437,381)",6760.433333333334,"(438,383)",6728.9429824561375
469,SI266220200309225433,5,"(366,241)",17082.21578947369,"(367,240)",16632.74824561403,"(366,240)",15522.79298245614,"(368,241)",13937.674561403506,"(367,242)",13266.711403508772
470,SI266220200309225433,6,"(167,415)",8455.00701754386,"(1,166)",8340.766666666666,"(1,167)",8292.914912280703,"(166,415)",8114.940350877194,"(167,416)",8088.059649122806
471,SI266220200309225433,7,"(431,121)",13206.691228070173,"(432,121)",12993.176315789475,"(432,120)",11018.94385964912,"(22,115)",10682.442982456138,"(22,116)",10636.704385964913
472,SI266220200309225433,8,"(450,336)",7427.620175438591,"(498,355)",7364.540350877192,"(498,354)",7338.122807017542,"(450,335)",7317.50701754386,"(451,335)",7296.585087719301
473,SI266220200309225433,9,"(167,498)",10749.054385964915,"(168,498)",10741.834210526315,"(107,498)",10299.329824561406,"(112,498)",10289.087719298248,"(113,498)",10163.767543859645
474,SI266220200309225433,10,"(106,1)",12314.599999999999,"(105,1)",12281.30614035088,"(112,1)",11854.841228070174,"(113,1)",11547.559649122806,"(168,1)",11520.740350877193
475,SI266220200309225433,11,"(302,123)",3554.6833333333325,"(310,119)",3242.5447368421046,"(498,151)",3053.863157894737,"(302,122)",2922.660526315791,"(498,150)",2842.829824561404
476,SI266220200309225433,12,"(238,385)",9106.278070175438,"(238,386)",9037.25701754386,"(239,385)",8784.317543859645,"(239,384)",8774.533333333333,"(237,386)",8527.576315789476
477,SI266220200309225433,13,"(1,498)",6503.7035087719305,"(1,497)",5406.7710526315805,"(2,498)",5115.303508771931,"(0,498)",4953.216666666667,"(1,499)",4768.9219298245625
478,SI266220200309225433,14,"(1,1)",7091.029824561403,"(1,2)",5782.42807017544,"(28,173)",5738.009649122807,"(2,1)",5697.151754385963,"(29,173)",5498.927192982457
479,SI266220200309225433,15,"(150,94)",3916.701754385964,"(150,95)",3756.0824561403497,"(149,94)",3614.841228070174,"(151,95)",3358.838596491227,"(151,94)",3292.9298245614027
480,SI266220200309225433,0,"(489,316)",2404.4114035087714,"(498,297)",2375.35701754386,"(488,316)",2364.5008771929824,"(446,498)",2346.091228070176,"(498,298)",2283.4745614035082
481,SI266220200309225433,1,"(378,31)",9136.51052631579,"(378,32)",9110.372807017542,"(379,32)",9039.326315789473,"(379,31)",8661.688596491225,"(377,31)",7037.759649122807
482,SI266220200309225433,2,"(498,181)",10232.232456140355,"(498,174)",10077.737719298246,"(498,180)",10061.344736842108,"(450,162)",10058.532456140354,"(452,251)",10050.757894736838
483,SI266220200309225433,3,"(498,185)",16496.739473684214,"(498,125)",15848.939473684215,"(498,124)",15331.141228070173,"(498,128)",15108.87807017544,"(498,136)",15064.8
484,SI266220200309225433,4,"(267,370)",7861.343859649118,"(268,370)",7786.978947368421,"(266,370)",7630.218421052632,"(267,371)",7399.7245614035055,"(268,371)",7320.225438596495
485,SI266220200309225433,5,"(362,84)",6203.404385964914,"(367,241)",6019.9377192982465,"(351,282)",5903.778947368421,"(352,278)",5886.5412280701785,"(351,278)",5881.147368421054
486,SI266220200309225433,6,"(18,133)",17403.280701754386,"(18,134)",15055.33157894737,"(19,133)",14962.511403508774,"(17,133)",14215.398245614037,"(18,132)",13702.42894736842
487,SI266220200309225433,7,"(1,124)",16099.449122807022,"(1,185)",15816.515789473688,"(1,123)",15308.329824561406,"(1,128)",15089.105263157893,"(1,137)",14506.956140350881
488,SI266220200309225433,8,"(498,354)",10012.994736842105,"(498,355)",9686.358771929823,"(498,353)",8844.0,"(497,354)",8608.684210526313,"(497,355)",8049.366666666665
489,SI266220200309225433,9,"(106,461)",9622.576315789473,"(105,461)",9520.907017543861,"(107,461)",9360.548245614034,"(106,498)",9224.012280701754,"(104,461)",9007.521929824561
490,SI266220200309225433,10,"(105,1)",14615.899122807019,"(106,1)",14210.150000000001,"(104,1)",14031.4350877193,"(107,1)",13298.614912280696,"(104,2)",12387.489473684214
491,SI266220200309225433,11,"(131,129)",7608.786842105263,"(131,130)",7080.200877192983,"(132,129)",6554.951754385964,"(132,130)",6459.81754385965,"(130,129)",6255.269298245614
492,SI266220200309225433,12,"(166,269)",9720.092982456139,"(166,268)",8837.53245614035,"(167,269)",8562.871929824561,"(1,354)",7950.086842105262,"(1,355)",7856.893859649124
493,SI266220200309225433,13,"(1,498)",7081.902631578947,"(11,61)",6455.978070175441,"(11,62)",6221.592105263157,"(47,498)",6187.530701754387,"(46,498)",6059.597368421053
494,SI266220200309225433,14,"(1,1)",8883.72105263158,"(1,2)",8251.247368421053,"(2,1)",7593.1061403508775,"(1,3)",6927.851754385963,"(0,2)",6657.1342105263175
495,SI266220200309225433,15,"(1,151)",3834.5824561403515,"(1,110)",3715.331578947369,"(1,111)",3617.998245614035,"(1,152)",3606.8736842105263,"(1,150)",3425.3938596491225
496,SI266220200309225433,0,"(498,345)",2037.0368421052635,"(498,346)",2031.479824561403,"(498,320)",2003.0991228070188,"(498,358)",1938.5333333333338,"(498,365)",1923.2464912280702
497,SI266220200309225433,1,"(498,14)",5528.36052631579,"(498,15)",5302.06052631579,"(498,13)",4627.20701754386,"(498,16)",4615.756140350877,"(498,103)",4376.381578947368
498,SI266220200309225433,2,"(498,252)",5326.291228070177,"(498,161)",5270.540350877192,"(498,162)",5130.054385964915,"(498,251)",5070.757894736842,"(386,162)",5025.847368421055
499,SI266220200309225433,3,"(498,184)",14362.57192982456,"(498,94)",13838.550000000003,"(498,95)",13536.883333333331,"(498,183)",13420.093859649118,"(498,185)",12463.772807017547
500,SI266220200309225433,4,"(351,378)",8713.230701754386,"(352,378)",8579.638596491226,"(352,379)",8396.442105263159,"(351,379)",8373.629824561405,"(351,377)",8302.742105263162
501,SI266220200309225433,5,"(225,268)",6372.869298245612,"(224,268)",6291.779824561403,"(224,269)",6191.248245614035,"(225,269)",5924.8605263157915,"(353,318)",5498.485087719295
502,SI266220200309225433,6,"(352,466)",7951.539473684214,"(351,466)",7869.990350877193,"(351,465)",7832.804385964915,"(440,378)",7689.41754385965,"(351,464)",7636.707894736843
503,SI266220200309225433,7,"(1,184)",14938.542982456143,"(1,183)",14315.227192982456,"(1,95)",13849.545614035087,"(1,94)",13746.42105263158,"(1,182)",12952.366666666669
504,SI266220200309225433,8,"(498,355)",9615.842982456139,"(498,354)",9506.45087719298,"(498,314)",8776.436842105264,"(498,315)",8652.500877192982,"(498,356)",8524.731578947369
505,SI266220200309225433,9,"(251,498)",12787.947368421053,"(250,498)",11715.33596491228,"(252,498)",11704.689473684215,"(105,498)",10954.035087719298,"(104,498)",10769.929824561408
506,SI266220200309225433,10,"(251,34)",11982.616666666669,"(251,1)",11855.528070175442,"(104,1)",11793.478947368421,"(251,25)",11654.378070175437,"(251,24)",11629.146491228072
507,SI266220200309225433,11,"(498,151)",4541.247368421053,"(498,110)",4455.99649122807,"(498,152)",4454.985964912279,"(498,111)",4329.642105263158,"(498,150)",4110.256140350877
508,SI266220200309225433,12,"(1,344)",9236.21403508772,"(1,345)",9065.971929824558,"(1,343)",8892.035087719298,"(1,346)",8550.716666666667,"(1,342)",8473.107894736844
509,SI266220200309225433,13,"(1,498)",7809.747368421053,"(2,498)",6258.4,"(1,499)",6117.507894736842,"(150,498)",5927.837719298246,"(0,498)",5860.136842105263
510,SI266220200309225433,14,"(1,1)",9096.643859649123,"(1,2)",7831.883333333333,"(2,1)",7202.25701754386,"(0,1)",6789.693859649124,"(1,0)",6472.2728070175435
511,SI266220200309225433,15,"(1,110)",4463.954385964911,"(1,152)",4258.650877192982,"(1,111)",4248.709649122806,"(1,151)",4108.678947368422,"(1,109)",4002.4885964912282
512,SI266220200309225433,0,"(498,355)",2013.5622807017553,"(498,354)",2011.188596491228,"(498,365)",1976.9956140350887,"(498,384)",1905.0289473684215,"(498,366)",1891.5070175438605
513,SI266220200309225433,1,"(498,14)",3662.105263157893,"(498,103)",3561.8342105263146,"(498,91)",3526.7078947368427,"(498,498)",3491.65701754386,"(498,90)",3434.5543859649133
514,SI266220200309225433,2,"(498,378)",5199.063157894736,"(498,379)",4922.08245614035,"(386,234)",4867.549122807017,"(386,233)",4796.106140350876,"(385,234)",4772.63157894737
515,SI266220200309225433,3,"(498,93)",15643.235087719302,"(498,183)",13031.97631578947,"(497,93)",12711.15087719298,"(498,182)",12466.512280701754,"(498,174)",12412.436842105257
516,SI266220200309225433,4,"(165,334)",6243.537719298249,"(166,334)",6214.663157894742,"(165,335)",6160.9771929824565,"(166,333)",6143.0,"(165,333)",5891.256140350881
517,SI266220200309225433,5,"(440,320)",5248.059649122806,"(440,319)",5180.683333333334,"(441,319)",4667.621052631581,"(441,320)",4647.047368421054,"(439,319)",4559.243859649123
518,SI266220200309225433,6,"(166,413)",8139.369298245612,"(165,414)",8134.710526315786,"(165,413)",8106.43771929825,"(166,414)",7737.719298245611,"(353,380)",7576.036842105263
519,SI266220200309225433,7,"(1,184)",13051.703508771927,"(1,172)",11982.957894736843,"(1,171)",11793.60263157895,"(440,124)",11634.724561403506,"(1,92)",11557.265789473688
520,SI266220200309225433,8,"(498,314)",8074.2271929824565,"(498,313)",7524.627192982458,"(498,315)",7523.423684210527,"(498,316)",6833.899122807015,"(497,314)",6631.053508771929
521,SI266220200309225433,9,"(57,482)",9291.816666666666,"(58,479)",9230.787719298249,"(59,479)",9063.114912280696,"(252,448)",8987.473684210527,"(57,484)",8970.433333333334
522,SI266220200309225433,10,"(170,20)",9678.762280701754,"(170,19)",9183.152631578945,"(161,1)",9038.495614035088,"(171,20)",8994.429824561405,"(171,19)",8950.350877192985
523,SI266220200309225433,11,"(498,110)",4677.471052631579,"(498,111)",4451.39298245614,"(498,109)",4021.686842105264,"(498,152)",3947.414912280701,"(497,110)",3891.9043859649137
524,SI266220200309225433,12,"(1,314)",7492.516666666666,"(1,315)",7267.96403508772,"(1,316)",6498.537719298245,"(1,313)",6453.841228070178,"(0,314)",6125.85701754386
525,SI266220200309225433,13,"(1,498)",6271.302631578947,"(150,498)",5609.512280701752,"(225,99)",5515.580701754387,"(225,98)",5276.489473684211,"(151,498)",5276.347368421053
526,SI266220200309225433,14,"(1,1)",6226.86842105263,"(150,1)",5349.241228070177,"(61,1)",5208.78596491228,"(151,1)",5146.6833333333325,"(1,435)",5123.398245614037
527,SI266220200309225433,15,"(1,110)",4206.229824561404,"(1,111)",4019.5105263157893,"(1,152)",3938.515789473686,"(1,109)",3757.6719298245625,"(62,168)",3683.940350877194
528,SI266220200309225433,0,"(498,332)",2888.0114035087718,"(498,331)",2715.627192982457,"(498,333)",2679.311403508772,"(498,330)",2274.05,"(498,367)",2237.6140350877204
