seq_id,print_id,tile_id,saturated,centroids
731,SI266220200309225433,11,0,[]
732,SI266220200309225433,12,0,"[{""x"":151.2,""y"":299.7,""count"":10},{""x"":38.714285714285715,""y"":335.0,""count"":7},{""x"":0.7142857142857143,""y"":352.85714285714283,""count"":7},{""x"":59.68421052631579,""y"":367.57894736842104,""count"":19},{""x"":237.8695652173913,""y"":382.7826086956522,""count"":23}]"
733,SI266220200309225433,13,0,[]
734,SI266220200309225433,14,0,[]
735,SI266220200309225433,15,0,[]
736,SI266220200309225433,0,0,[]
737,SI266220200309225433,1,0,[]
738,SI266220200309225433,2,0,"[{""x"":497.8235294117647,""y"":167.73529411764707,""count"":34},{""x"":452.5,""y"":166.21428571428572,""count"":28}]"
739,SI266220200309225433,3,5447,"[{""x"":484.3970588235294,""y"":131.2310924369748,""count"":476},{""x"":248.1,""y"":93.7,""count"":20},{""x"":318.49557522123894,""y"":113.26548672566372,""count"":113},{""x"":352.6595744680851,""y"":159.72340425531914,""count"":94}]"
740,SI266220200309225433,4,0,"[{""x"":212.2,""y"":355.4,""count"":5},{""x"":262.6304347826087,""y"":366.9782608695652,""count"":92}]"
741,SI266220200309225433,5,50,"[{""x"":393.0,""y"":292.2857142857143,""count"":7},{""x"":424.7142857142857,""y"":306.57142857142856,""count"":7},{""x"":409.4298780487805,""y"":461.8948170731707,""count"":656}]"
742,SI266220200309225433,6,0,"[{""x"":4.0,""y"":167.8780487804878,""count"":41}]"
743,SI266220200309225433,7,1269,"[{""x"":9.934108527131784,""y"":138.18798449612405,""count"":516},{""x"":391.3784860557769,""y"":97.96812749003983,""count"":251},{""x"":248.47368421052633,""y"":101.10526315789474,""count"":19},{""x"":211.6,""y"":111.2,""count"":5},{""x"":188.2,""y"":119.4,""count"":5},{""x"":268.7692307692308,""y"":166.30769230769232,""count"":26}]"
744,SI266220200309225433,8,0,"[{""x"":324.9836065573771,""y"":347.4836065573771,""count"":122},{""x"":259.5,""y"":349.1875,""count"":16},{""x"":497.94736842105266,""y"":353.2105263157895,""count"":19}]"
745,SI266220200309225433,9,59,"[{""x"":155.9047619047619,""y"":446.95238095238096,""count"":21},{""x"":119.37777777777778,""y"":458.31111111111113,""count"":45},{""x"":497.8,""y"":463.2,""count"":5},{""x"":56.46666666666667,""y"":478.6,""count"":15},{""x"":297.7132352941176,""y"":498.0882352941176,""count"":136},{""x"":135.23,""y"":498.34,""count"":100}]"
746,SI266220200309225433,10,77,"[{""x"":137.04513888888889,""y"":7.128472222222222,""count"":288},{""x"":299.23571428571427,""y"":0.8928571428571429,""count"":140},{""x"":497.7,""y"":1.3,""count"":10}]"
747,SI266220200309225433,11,0,[]
748,SI266220200309225433,12,0,"[{""x"":0.9166666666666666,""y"":354.4166666666667,""count"":12}]"
749,SI266220200309225433,13,0,"[{""x"":48.08,""y"":442.92,""count"":25},{""x"":33.4,""y"":498.2,""count"":5}]"
750,SI266220200309225433,14,0,"[{""x"":0.8333333333333334,""y"":1.1666666666666667,""count"":6}]"
751,SI266220200309225433,15,0,[]
752,SI266220200309225433,0,0,[]
753,SI266220200309225433,1,0,[]
754,SI266220200309225433,2,0,[]
755,SI266220200309225433,3,2751,"[{""x"":483.76348547717845,""y"":146.50829875518673,""count"":482},{""x"":330.6807692307692,""y"":126.3076923076923,""count"":260}]"
756,SI266220200309225433,4,0,"[{""x"":352.2741935483871,""y"":380.38709677419354,""count"":62}]"
757,SI266220200309225433,5,0,[]
758,SI266220200309225433,6,0,"[{""x"":439.04347826086956,""y"":378.2608695652174,""count"":23},{""x"":40.0,""y"":378.0,""count"":5},{""x"":277.7142857142857,""y"":378.0,""count"":7},{""x"":165.0,""y"":415.5,""count"":8},{""x"":350.94444444444446,""y"":458.48148148148147,""count"":54}]"
759,SI266220200309225433,7,415,"[{""x"":6.327225130890052,""y"":134.0104712041885,""count"":382},{""x"":428.0175438596491,""y"":95.36842105263158,""count"":57},{""x"":218.22540983606558,""y"":137.84016393442624,""count"":244},{""x"":372.7130177514793,""y"":170.47337278106508,""count"":338}]"
760,SI266220200309225433,8,0,"[{""x"":498.0,""y"":337.3703703703704,""count"":27},{""x"":472.5,""y"":322.0,""count"":6}]"
761,SI266220200309225433,9,63,"[{""x"":338.9268292682927,""y"":447.4634146341463,""count"":41},{""x"":165.0909090909091,""y"":446.3181818181818,""count"":22},{""x"":100.63636363636364,""y"":492.8636363636364,""count"":154},{""x"":278.5130434782609,""y"":496.9130434782609,""count"":115}]"
762,SI266220200309225433,10,54,"[{""x"":119.16666666666667,""y"":2.192982456140351,""count"":114},{""x"":261.3281853281853,""y"":14.181467181467182,""count"":259},{""x"":497.7,""y"":1.3,""count"":10},{""x"":498.0,""y"":432.5,""count"":6}]"
763,SI266220200309225433,11,0,[]
764,SI266220200309225433,12,0,"[{""x"":61.666666666666664,""y"":305.0,""count"":6},{""x"":234.23076923076923,""y"":298.2307692307692,""count"":13},{""x"":2.8333333333333335,""y"":341.8,""count"":30},{""x"":151.30769230769232,""y"":383.15384615384613,""count"":26}]"
765,SI266220200309225433,13,0,[]
766,SI266220200309225433,14,0,"[{""x"":2.1538461538461537,""y"":1.2307692307692308,""count"":13}]"
767,SI266220200309225433,15,0,[]
768,SI266220200309225433,0,0,[]
769,SI266220200309225433,1,0,[]
770,SI266220200309225433,2,0,[]
771,SI266220200309225433,3,2613,"[{""x"":488.0,""y"":135.65322580645162,""count"":124},{""x"":317.5725806451613,""y"":112.99193548387096,""count"":124},{""x"":340.1666666666667,""y"":156.16666666666666,""count"":6},{""x"":378.1304347826087,""y"":165.7826086956522,""count"":23}]"
772,SI266220200309225433,4,0,"[{""x"":277.8,""y"":371.6,""count"":5},{""x"":440.1111111111111,""y"":386.8888888888889,""count"":9}]"
773,SI266220200309225433,5,0,"[{""x"":422.0,""y"":448.0,""count"":50}]"
774,SI266220200309225433,6,0,"[{""x"":35.21311475409836,""y"":247.86885245901638,""count"":61},{""x"":352.4,""y"":380.6,""count"":15},{""x"":166.04545454545453,""y"":415.6818181818182,""count"":22},{""x"":438.7692307692308,""y"":466.61538461538464,""count"":13}]"
775,SI266220200309225433,7,456,"[{""x"":19.525,""y"":92.475,""count"":40},{""x"":356.125,""y"":94.75,""count"":32},{""x"":178.16981132075472,""y"":123.66037735849056,""count"":53},{""x"":0.7246376811594203,""y"":166.56521739130434,""count"":69},{""x"":438.4878048780488,""y"":170.90243902439025,""count"":41},{""x"":277.0,""y"":167.28571428571428,""count"":7},{""x"":40.3,""y"":179.0,""count"":10}]"
776,SI266220200309225433,8,0,"[{""x"":497.9,""y"":314.6,""count"":10},{""x"":449.0,""y"":334.75,""count"":8}]"
777,SI266220200309225433,9,92,"[{""x"":254.4758064516129,""y"":458.96774193548384,""count"":124},{""x"":67.58333333333333,""y"":477.2083333333333,""count"":24},{""x"":160.625,""y"":498.2083333333333,""count"":24},{""x"":339.14285714285717,""y"":498.2857142857143,""count"":7}]"
778,SI266220200309225433,10,13,"[{""x"":105.25,""y"":0.75,""count"":8},{""x"":165.92857142857142,""y"":8.452380952380953,""count"":42},{""x"":251.77777777777777,""y"":0.5555555555555556,""count"":9},{""x"":338.52941176470586,""y"":34.5,""count"":34}]"
779,SI266220200309225433,11,0,[]
780,SI266220200309225433,12,0,[]
781,SI266220200309225433,13,0,[]
782,SI266220200309225433,14,0,[]
783,SI266220200309225433,15,0,[]
784,SI266220200309225433,0,0,[]
785,SI266220200309225433,1,0,[]
786,SI266220200309225433,2,0,[]
787,SI266220200309225433,3,5098,"[{""x"":492.35023041474653,""y"":123.71428571428571,""count"":217},{""x"":369.168,""y"":123.592,""count"":125},{""x"":281.34615384615387,""y"":123.11538461538461,""count"":26},{""x"":453.1111111111111,""y"":184.66666666666666,""count"":9}]"
788,SI266220200309225433,4,0,"[{""x"":403.1666666666667,""y"":297.6666666666667,""count"":6},{""x"":436.3939393939394,""y"":301.45454545454544,""count"":33}]"
789,SI266220200309225433,5,0,"[{""x"":22.125,""y"":469.875,""count"":8}]"
790,SI266220200309225433,6,0,"[{""x"":273.0,""y"":379.3333333333333,""count"":18},{""x"":433.35714285714283,""y"":378.7857142857143,""count"":14}]"
791,SI266220200309225433,7,1902,"[{""x"":1.0397727272727273,""y"":133.82954545454547,""count"":176},{""x"":40.299065420560744,""y"":146.21495327102804,""count"":107},{""x"":425.59375,""y"":101.5625,""count"":32},{""x"":274.7142857142857,""y"":94.42857142857143,""count"":7},{""x"":251.76190476190476,""y"":116.76190476190476,""count"":21},{""x"":385.2,""y"":130.6,""count"":5},{""x"":382.22340425531917,""y"":179.22340425531914,""count"":94},{""x"":250.2,""y"":161.0,""count"":10},{""x"":440.0,""y"":182.71428571428572,""count"":7}]"
792,SI266220200309225433,8,0,[]
793,SI266220200309225433,9,109,"[{""x"":320.45631067961165,""y"":446.4271844660194,""count"":103},{""x"":157.45238095238096,""y"":448.3809523809524,""count"":42},{""x"":157.8181818181818,""y"":498.1363636363636,""count"":22},{""x"":319.7631578947368,""y"":498.1842105263158,""count"":38}]"
794,SI266220200309225433,10,0,"[{""x"":160.05882352941177,""y"":0.8823529411764706,""count"":17},{""x"":325.26666666666665,""y"":0.7666666666666667,""count"":30},{""x"":251.0,""y"":36.285714285714285,""count"":7}]"
795,SI266220200309225433,11,0,[]
796,SI266220200309225433,12,0,[]
797,SI266220200309225433,13,0,[]
798,SI266220200309225433,14,0,[]
799,SI266220200309225433,15,0,[]
800,SI266220200309225433,0,0,[]
801,SI266220200309225433,1,0,[]
802,SI266220200309225433,2,0,[]
803,SI266220200309225433,3,1421,"[{""x"":343.42105263157896,""y"":103.24561403508773,""count"":57},{""x"":478.38034865293184,""y"":125.80031695721078,""count"":631},{""x"":387.6,""y"":120.4,""count"":5},{""x"":282.0,""y"":126.88888888888889,""count"":18},{""x"":366.2,""y"":155.84,""count"":25}]"
804,SI266220200309225433,4,0,[]
805,SI266220200309225433,5,0,[]
806,SI266220200309225433,6,0,[]
807,SI266220200309225433,7,169,"[{""x"":16.71408549404345,""y"":141.1261387526279,""count"":1427},{""x"":415.30227743271223,""y"":141.2256728778468,""count"":483},{""x"":268.66483516483515,""y"":137.63736263736263,""count"":182},{""x"":217.0,""y"":119.16666666666667,""count"":6},{""x"":187.25,""y"":120.75,""count"":8}]"
808,SI266220200309225433,8,0,[]
809,SI266220200309225433,9,45,"[{""x"":56.55,""y"":483.65,""count"":20},{""x"":118.38636363636364,""y"":498.1136363636364,""count"":44}]"
810,SI266220200309225433,10,0,"[{""x"":116.1219512195122,""y"":0.6341463414634146,""count"":41}]"
811,SI266220200309225433,11,0,[]
812,SI266220200309225433,12,0,[]
813,SI266220200309225433,13,0,[]
814,SI266220200309225433,14,0,[]
815,SI266220200309225433,15,0,[]
816,SI266220200309225433,0,0,[]
817,SI266220200309225433,1,0,[]
818,SI266220200309225433,2,0,[]
819,SI266220200309225433,3,1889,"[{""x"":349.0121951219512,""y"":115.95121951219512,""count"":82},{""x"":451.2,""y"":99.0,""count"":20},{""x"":498.24,""y"":97.4,""count"":25},{""x"":290.0769230769231,""y"":128.46153846153845,""count"":13},{""x"":480.9307692307692,""y"":163.3846153846154,""count"":130},{""x"":363.46153846153845,""y"":163.46153846153845,""count"":26}]"
820,SI266220200309225433,4,0,"[{""x"":271.8157894736842,""y"":367.94736842105266,""count"":38},{""x"":434.55263157894734,""y"":385.2631578947368,""count"":38}]"
821,SI266220200309225433,5,0,[]
822,SI266220200309225433,6,0,"[{""x"":273.258064516129,""y"":449.06451612903226,""count"":31},{""x"":437.1666666666667,""y"":464.9166666666667,""count"":12}]"
823,SI266220200309225433,7,509,"[{""x"":30.0,""y"":91.5,""count"":6},{""x"":389.2142857142857,""y"":93.35714285714286,""count"":14},{""x"":0.64,""y"":98.04,""count"":25},{""x"":351.5,""y"":99.15384615384616,""count"":26},{""x"":260.35616438356163,""y"":154.3972602739726,""count"":73},{""x"":14.471698113207546,""y"":179.9811320754717,""count"":53},{""x"":389.95,""y"":179.2,""count"":40},{""x"":434.5,""y"":182.66666666666666,""count"":6}]"
824,SI266220200309225433,8,0,"[{""x"":498.2857142857143,""y"":354.14285714285717,""count"":7}]"
825,SI266220200309225433,9,0,"[{""x"":251.70833333333334,""y"":446.2916666666667,""count"":24},{""x"":141.03174603174602,""y"":498.3095238095238,""count"":126}]"
826,SI266220200309225433,10,129,"[{""x"":141.5654761904762,""y"":6.056547619047619,""count"":336},{""x"":326.63235294117646,""y"":32.31617647058823,""count"":136}]"
827,SI266220200309225433,11,0,[]
828,SI266220200309225433,12,0,"[{""x"":151.16666666666666,""y"":297.6666666666667,""count"":6},{""x"":53.97435897435897,""y"":369.4102564102564,""count"":39},{""x"":233.54054054054055,""y"":385.72972972972974,""count"":37}]"
829,SI266220200309225433,13,0,[]
830,SI266220200309225433,14,0,[]
831,SI266220200309225433,15,0,[]
832,SI266220200309225433,0,0,[]
833,SI266220200309225433,1,0,[]
834,SI266220200309225433,2,0,"[{""x"":496.53846153846155,""y"":168.96923076923076,""count"":65},{""x"":383.2857142857143,""y"":379.0,""count"":7}]"
835,SI266220200309225433,3,2801,"[{""x"":357.1212121212121,""y"":99.96969696969697,""count"":66},{""x"":481.00435729847493,""y"":141.16557734204792,""count"":459},{""x"":329.68333333333334,""y"":153.41666666666666,""count"":120}]"
836,SI266220200309225433,4,0,"[{""x"":274.2307692307692,""y"":298.15384615384613,""count"":13},{""x"":188.8,""y"":346.6,""count"":5},{""x"":356.76666666666665,""y"":384.98333333333335,""count"":60}]"
837,SI266220200309225433,5,0,[]
838,SI266220200309225433,6,26,"[{""x"":25.054852320675106,""y"":173.53164556962025,""count"":474},{""x"":275.7,""y"":378.5,""count"":20},{""x"":437.65625,""y"":378.9375,""count"":32},{""x"":167.4375,""y"":417.6875,""count"":16},{""x"":352.9130434782609,""y"":463.5217391304348,""count"":46}]"
839,SI266220200309225433,7,1246,"[{""x"":14.123353293413174,""y"":129.81197604790418,""count"":835},{""x"":399.2994923857868,""y"":142.8358714043993,""count"":591},{""x"":249.61988304093566,""y"":126.72514619883042,""count"":342}]"
840,SI266220200309225433,8,0,"[{""x"":498.0,""y"":319.0,""count"":8},{""x"":472.2,""y"":347.4,""count"":5},{""x"":497.60869565217394,""y"":353.39130434782606,""count"":23}]"
841,SI266220200309225433,9,44,"[{""x"":165.31666666666666,""y"":447.26666666666665,""count"":60},{""x"":336.74285714285713,""y"":446.6857142857143,""count"":35},{""x"":108.8962962962963,""y"":495.22962962962964,""count"":135},{""x"":275.86567164179104,""y"":498.04477611940297,""count"":67}]"
842,SI266220200309225433,10,85,"[{""x"":123.28813559322033,""y"":2.0254237288135593,""count"":118},{""x"":260.589552238806,""y"":20.75,""count"":268},{""x"":497.72727272727275,""y"":1.8181818181818181,""count"":11},{""x"":331.5,""y"":1.0,""count"":8}]"
843,SI266220200309225433,11,0,[]
844,SI266220200309225433,12,0,"[{""x"":233.47540983606558,""y"":298.3114754098361,""count"":61},{""x"":0.8666666666666667,""y"":353.1333333333333,""count"":15},{""x"":152.6086956521739,""y"":383.2826086956522,""count"":46}]"
845,SI266220200309225433,13,0,[]
846,SI266220200309225433,14,0,"[{""x"":0.8571428571428571,""y"":2.0,""count"":7}]"
847,SI266220200309225433,15,0,[]
848,SI266220200309225433,0,0,[]
849,SI266220200309225433,1,0,[]
850,SI266220200309225433,2,0,[]
851,SI266220200309225433,3,2581,"[{""x"":498.3532338308458,""y"":138.97014925373134,""count"":201},{""x"":314.47014925373134,""y"":119.23880597014926,""count"":134},{""x"":453.14102564102564,""y"":132.1153846153846,""count"":78}]"
852,SI266220200309225433,4,0,"[{""x"":351.4,""y"":299.8,""count"":5}]"
853,SI266220200309225433,5,0,[]
854,SI266220200309225433,6,0,"[{""x"":351.5625,""y"":382.0625,""count"":16},{""x"":166.26923076923077,""y"":414.4230769230769,""count"":26}]"
855,SI266220200309225433,7,367,"[{""x"":3.7287449392712553,""y"":130.53036437246965,""count"":247},{""x"":352.24074074074076,""y"":106.37037037037037,""count"":54},{""x"":267.8,""y"":94.0,""count"":5},{""x"":187.63636363636363,""y"":123.30681818181819,""count"":88},{""x"":211.6,""y"":151.2,""count"":5},{""x"":236.0,""y"":159.5,""count"":8},{""x"":40.81818181818182,""y"":180.72727272727272,""count"":11}]"
856,SI266220200309225433,8,0,"[{""x"":497.86842105263156,""y"":323.2894736842105,""count"":38},{""x"":450.2857142857143,""y"":335.14285714285717,""count"":7}]"
857,SI266220200309225433,9,79,"[{""x"":266.6291390728477,""y"":477.13907284768214,""count"":151},{""x"":128.08333333333334,""y"":454.8333333333333,""count"":12},{""x"":74.85454545454546,""y"":476.8545454545455,""count"":110},{""x"":109.14285714285714,""y"":498.25,""count"":28}]"
858,SI266220200309225433,10,0,"[{""x"":109.54285714285714,""y"":0.9428571428571428,""count"":35},{""x"":252.66666666666666,""y"":0.8888888888888888,""count"":18},{""x"":338.8888888888889,""y"":0.8888888888888888,""count"":9},{""x"":287.3333333333333,""y"":1.0,""count"":12},{""x"":340.125,""y"":35.125,""count"":8}]"
859,SI266220200309225433,11,0,[]
860,SI266220200309225433,12,0,"[{""x"":151.66666666666666,""y"":302.8333333333333,""count"":6},{""x"":0.9285714285714286,""y"":322.60714285714283,""count"":28}]"
861,SI266220200309225433,13,0,[]
862,SI266220200309225433,14,0,"[{""x"":1.0,""y"":1.6,""count"":5}]"
863,SI266220200309225433,15,0,[]
864,SI266220200309225433,0,0,[]
865,SI266220200309225433,1,0,[]
866,SI266220200309225433,2,0,"[{""x"":497.8,""y"":162.4,""count"":5}]"
867,SI266220200309225433,3,7485,"[{""x"":352.6305418719212,""y"":131.32512315270935,""count"":203},{""x"":493.01307189542484,""y"":122.60130718954248,""count"":153},{""x"":472.4848484848485,""y"":184.24242424242425,""count"":33}]"
868,SI266220200309225433,4,0,"[{""x"":352.0,""y"":297.5,""count"":6}]"
869,SI266220200309225433,5,0,"[{""x"":2.0833333333333335,""y"":482.6666666666667,""count"":12}]"
870,SI266220200309225433,6,0,[]
871,SI266220200309225433,7,2464,"[{""x"":3.1333333333333333,""y"":124.81333333333333,""count"":150},{""x"":356.86206896551727,""y"":94.0,""count"":29},{""x"":267.3157894736842,""y"":94.3157894736842,""count"":19},{""x"":237.5,""y"":102.0,""count"":14},{""x"":212.0,""y"":110.5,""count"":6},{""x"":186.875,""y"":129.4375,""count"":16},{""x"":41.13953488372093,""y"":166.7906976744186,""count"":43},{""x"":225.0,""y"":152.5,""count"":6},{""x"":264.25,""y"":164.25,""count"":56},{""x"":389.22222222222223,""y"":176.44444444444446,""count"":9},{""x"":437.44444444444446,""y"":176.11111111111111,""count"":9},{""x"":3.0,""y"":184.28571428571428,""count"":7}]"
872,SI266220200309225433,8,0,[]
873,SI266220200309225433,9,15,"[{""x"":251.9,""y"":445.9,""count"":10},{""x"":156.91666666666666,""y"":446.9583333333333,""count"":24},{""x"":141.49264705882354,""y"":498.2647058823529,""count"":136},{""x"":259.4166666666667,""y"":498.1666666666667,""count"":12},{""x"":330.8333333333333,""y"":498.0,""count"":6}]"
874,SI266220200309225433,10,136,"[{""x"":147.53614457831324,""y"":8.213855421686747,""count"":332},{""x"":254.22222222222223,""y"":0.6666666666666666,""count"":9},{""x"":325.73333333333335,""y"":1.0,""count"":15},{""x"":339.57142857142856,""y"":34.714285714285715,""count"":7},{""x"":195.0,""y"":71.0,""count"":17}]"
875,SI266220200309225433,11,0,[]
876,SI266220200309225433,12,0,[]
877,SI266220200309225433,13,0,[]
878,SI266220200309225433,14,0,[]
879,SI266220200309225433,15,0,[]
880,SI266220200309225433,0,0,[]
881,SI266220200309225433,1,0,[]
882,SI266220200309225433,2,0,[]
883,SI266220200309225433,3,2140,"[{""x"":479.6969696969697,""y"":108.93939393939394,""count"":99},{""x"":363.7,""y"":97.7,""count"":10},{""x"":386.48275862068965,""y"":114.6896551724138,""count"":29},{""x"":305.3015873015873,""y"":116.93650793650794,""count"":63},{""x"":316.5,""y"":148.0,""count"":6},{""x"":365.0,""y"":160.0,""count"":6},{""x"":498.48571428571427,""y"":175.74285714285713,""count"":35},{""x"":457.25,""y"":183.9375,""count"":16}]"
884,SI266220200309225433,4,0,"[{""x"":272.9230769230769,""y"":300.61538461538464,""count"":13}]"
885,SI266220200309225433,5,0,[]
886,SI266220200309225433,6,0,"[{""x"":274.0,""y"":379.8181818181818,""count"":22},{""x"":436.05,""y"":379.6,""count"":20}]"
887,SI266220200309225433,7,622,"[{""x"":16.957589285714285,""y"":139.20982142857142,""count"":448},{""x"":268.9655172413793,""y"":114.82758620689656,""count"":29},{""x"":425.48,""y"":107.88,""count"":25},{""x"":358.1111111111111,""y"":110.66666666666667,""count"":9},{""x"":188.5,""y"":143.0,""count"":6},{""x"":435.5625,""y"":163.9375,""count"":16}]"
888,SI266220200309225433,8,0,[]
889,SI266220200309225433,9,123,"[{""x"":153.2,""y"":271.4,""count"":5},{""x"":336.3838383838384,""y"":452.6363636363636,""count"":99},{""x"":165.55769230769232,""y"":451.15384615384613,""count"":52},{""x"":56.592592592592595,""y"":483.9259259259259,""count"":27},{""x"":136.18867924528303,""y"":498.2830188679245,""count"":53},{""x"":337.6666666666667,""y"":498.3333333333333,""count"":9}]"
890,SI266220200309225433,10,0,"[{""x"":130.05405405405406,""y"":0.7297297297297297,""count"":37},{""x"":338.61538461538464,""y"":0.9230769230769231,""count"":13},{""x"":251.0,""y"":32.18181818181818,""count"":22}]"
891,SI266220200309225433,11,0,[]
892,SI266220200309225433,12,0,"[{""x"":236.0,""y"":298.5,""count"":6},{""x"":150.3125,""y"":386.1875,""count"":16}]"
893,SI266220200309225433,13,0,[]
894,SI266220200309225433,14,0,[]
895,SI266220200309225433,15,0,[]
896,SI266220200309225433,0,0,[]
897,SI266220200309225433,1,0,[]
898,SI266220200309225433,2,0,[]
899,SI266220200309225433,3,1840,"[{""x"":350.7455429497569,""y"":124.31442463533226,""count"":617},{""x"":453.6,""y"":94.46666666666667,""count"":15},{""x"":481.7165354330709,""y"":153.28937007874015,""count"":1016}]"
900,SI266220200309225433,4,0,"[{""x"":436.10714285714283,""y"":382.85714285714283,""count"":28}]"
901,SI266220200309225433,5,0,[]
902,SI266220200309225433,6,0,"[{""x"":350.8888888888889,""y"":379.3333333333333,""count"":9},{""x"":275.0,""y"":447.0,""count"":11},{""x"":438.10526315789474,""y"":462.0,""count"":19}]"
903,SI266220200309225433,7,471,"[{""x"":15.716076696165192,""y"":136.7566371681416,""count"":1356},{""x"":350.88235294117646,""y"":96.0,""count"":17},{""x"":409.2054794520548,""y"":153.91095890410958,""count"":146},{""x"":266.9122807017544,""y"":146.05263157894737,""count"":57},{""x"":167.85714285714286,""y"":130.21428571428572,""count"":14},{""x"":385.0,""y"":146.0,""count"":12}]"
904,SI266220200309225433,8,0,"[{""x"":450.3333333333333,""y"":334.5833333333333,""count"":12},{""x"":498.0,""y"":352.0,""count"":5}]"
905,SI266220200309225433,9,32,"[{""x"":57.833333333333336,""y"":481.1666666666667,""count"":36},{""x"":164.2,""y"":498.4,""count"":25},{""x"":338.4166666666667,""y"":498.0833333333333,""count"":12},{""x"":110.375,""y"":498.0,""count"":8}]"
906,SI266220200309225433,10,137,"[{""x"":110.3,""y"":0.7,""count"":20},{""x"":161.42857142857142,""y"":3.892857142857143,""count"":28},{""x"":337.45454545454544,""y"":0.8181818181818182,""count"":11},{""x"":335.7457627118644,""y"":30.966101694915253,""count"":59}]"
907,SI266220200309225433,11,0,[]
908,SI266220200309225433,12,0,"[{""x"":151.05263157894737,""y"":299.05263157894734,""count"":19},{""x"":58.125,""y"":368.875,""count"":8},{""x"":236.95833333333334,""y"":383.5416666666667,""count"":24}]"
909,SI266220200309225433,13,0,[]
910,SI266220200309225433,14,0,[]
911,SI266220200309225433,15,0,[]
912,SI266220200309225433,0,0,[]
913,SI266220200309225433,1,0,"[{""x"":497.8,""y"":91.4,""count"":5}]"
914,SI266220200309225433,2,0,"[{""x"":497.9016393442623,""y"":186.62295081967213,""count"":61},{""x"":497.82608695652175,""y"":247.6086956521739,""count"":23}]"
915,SI266220200309225433,3,4984,"[{""x"":354.7936507936508,""y"":100.25396825396825,""count"":63},{""x"":484.6266318537859,""y"":134.2532637075718,""count"":766},{""x"":294.92857142857144,""y"":119.64285714285714,""count"":14},{""x"":349.3790322580645,""y"":158.5483870967742,""count"":124}]"
916,SI266220200309225433,4,0,"[{""x"":360.92105263157896,""y"":385.9736842105263,""count"":38}]"
917,SI266220200309225433,5,0,"[{""x"":420.0,""y"":76.22727272727273,""count"":22},{""x"":0.8888888888888888,""y"":91.55555555555556,""count"":9},{""x"":383.38461538461536,""y"":227.3846153846154,""count"":13},{""x"":20.166666666666668,""y"":477.8333333333333,""count"":12}]"
918,SI266220200309225433,6,0,"[{""x"":38.0,""y"":162.94444444444446,""count"":18},{""x"":5.877551020408164,""y"":208.6734693877551,""count"":98},{""x"":354.1111111111111,""y"":466.3703703703704,""count"":27}]"
919,SI266220200309225433,7,2046,"[{""x"":11.254658385093167,""y"":140.5248447204969,""count"":644},{""x"":260.3135135135135,""y"":108.6972972972973,""count"":185},{""x"":350.8333333333333,""y"":97.33333333333333,""count"":12},{""x"":436.07272727272726,""y"":136.12727272727273,""count"":55},{""x"":351.0,""y"":132.16666666666666,""count"":6},{""x"":260.5833333333333,""y"":168.08333333333334,""count"":12},{""x"":355.4761904761905,""y"":182.28571428571428,""count"":42},{""x"":407.8,""y"":184.4,""count"":5}]"
920,SI266220200309225433,8,0,"[{""x"":498.0,""y"":317.5,""count"":8},{""x"":497.85714285714283,""y"":353.35714285714283,""count"":14}]"
921,SI266220200309225433,9,8,"[{""x"":281.96875,""y"":498.03125,""count"":64},{""x"":129.46153846153845,""y"":498.11538461538464,""count"":26}]"
922,SI266220200309225433,10,69,"[{""x"":114.734375,""y"":3.1875,""count"":64},{""x"":282.241935483871,""y"":1.0,""count"":62},{""x"":152.2,""y"":18.6,""count"":5},{""x"":276.0595238095238,""y"":34.19642857142857,""count"":168}]"
923,SI266220200309225433,11,0,[]
924,SI266220200309225433,12,0,"[{""x"":150.83333333333334,""y"":298.1666666666667,""count"":6},{""x"":210.0,""y"":320.7142857142857,""count"":7},{""x"":0.75,""y"":353.75,""count"":8},{""x"":153.55555555555554,""y"":385.1111111111111,""count"":18}]"
925,SI266220200309225433,13,0,[]
926,SI266220200309225433,14,0,[]
927,SI266220200309225433,15,0,[]
928,SI266220200309225433,0,0,[]
929,SI266220200309225433,1,0,[]
930,SI266220200309225433,2,0,[]
931,SI266220200309225433,3,2143,"[{""x"":498.1434599156118,""y"":140.57805907172997,""count"":237},{""x"":328.31799163179915,""y"":127.39330543933055,""count"":239},{""x"":450.53846153846155,""y"":113.5,""count"":26},{""x"":450.1333333333333,""y"":169.75555555555556,""count"":45}]"
932,SI266220200309225433,4,0,"[{""x"":350.7142857142857,""y"":385.14285714285717,""count"":7}]"
933,SI266220200309225433,5,0,[]
934,SI266220200309225433,6,0,"[{""x"":165.0,""y"":415.0,""count"":7}]"
935,SI266220200309225433,7,65,"[{""x"":5.125,""y"":133.90357142857144,""count"":280},{""x"":428.8,""y"":94.0,""count"":5},{""x"":216.6156862745098,""y"":130.53333333333333,""count"":255},{""x"":102.3,""y"":104.3,""count"":10},{""x"":352.45454545454544,""y"":175.5909090909091,""count"":66}]"
936,SI266220200309225433,8,0,"[{""x"":497.6666666666667,""y"":327.8888888888889,""count"":45}]"
937,SI266220200309225433,9,44,"[{""x"":128.16666666666666,""y"":454.1666666666667,""count"":6},{""x"":104.16666666666667,""y"":463.6666666666667,""count"":12},{""x"":69.24,""y"":489.2,""count"":25},{""x"":282.1216216216216,""y"":497.8783783783784,""count"":74},{""x"":119.91549295774648,""y"":498.2112676056338,""count"":71}]"
